id,format,uploadtime,rating,player1,player2,Winner,Forfeit,Team 1,Team 2,Turns,# Switches 1,# Switches 2
gen1ubers-778153755,[Gen 1] UBERS,2018-07-19 18:50:45,,raindance50399,dratini7919,raindance50399,False,"['Mewtwo', 'Exeggutor', 'Jynx', 'Chansey', 'Snorlax']","['Starmie', 'Exeggutor', 'Jolteon', 'Gengar', 'Jynx', 'Alakazam']",30,6,6
gen1ubers-2246689008,[Gen 1] UBERS,2024-11-19 05:26:51,,raindish79906,healblock43109,raindish79906,False,"['Mew', 'Mewtwo', 'Jolteon', 'Slowbro', 'Chansey', 'Snorlax']","['Mew', 'Mewtwo', 'Tauros', 'Zapdos', 'Chansey', 'Snorlax']",36,5,10
gen1ubers-531665275,[Gen 1] UBERS,2017-02-11 03:02:10,,miltank57341,woodhammer83701,miltank57341,False,"['Sandslash', 'Exeggcute', 'Kadabra', 'Jolteon']","['Kadabra', 'Alakazam', 'Abra']",52,3,2
gen1ubers-926592929,[Gen 1] UBERS,2019-06-12 02:24:22,1180,dialga48280,heatrock3356,heatrock3356,False,"['Exeggutor', 'Mew', 'Mewtwo', 'Gengar', 'Chansey', 'Snorlax']","['Mew', 'Mewtwo', 'Slowbro', 'Gengar', 'Chansey', 'Snorlax']",84,26,19
smogtours-gen1ubers-609985,[Gen 1] UBERS,2022-02-22 21:24:45,,painsplit82259,zapplate48793,painsplit82259,False,"['Starmie', 'Mew', 'Mewtwo', 'Chansey', 'Rhydon', 'Snorlax']","['Mew', 'Mewtwo', 'Exeggutor', 'Slowbro', 'Jynx', 'Chansey']",61,11,14
gen1ubers-1137809624,[Gen 1] UBERS,2020-06-23 03:33:21,,tailwhip2839,amnesia25800,tailwhip2839,True,"['Exeggutor', 'Mewtwo', 'Mew', 'Tauros', 'Chansey', 'Snorlax']","['Mew', 'Mewtwo', 'Slowbro', 'Chansey', 'Snorlax', 'Alakazam']",73,10,14
smogtours-gen1ubers-704507,[Gen 1] UBERS,2023-07-21 02:17:13,,steel89481,sandattack94842,sandattack94842,False,"['Starmie', 'Mew', 'Mewtwo', 'Zapdos', 'Chansey', 'Snorlax']","['Mewtwo', 'Mew', 'Tauros', 'Zapdos', 'Chansey', 'Snorlax']",51,13,7
gen1ubers-799766117,[Gen 1] UBERS,2018-09-02 16:53:37,,raindance50399,tailwhip2839,raindance50399,True,"['Starmie', 'Mew', 'Exeggutor', 'Mewtwo', 'Chansey', 'Snorlax']","['Exeggutor', 'Mewtwo', 'Mew', 'Tauros', 'Chansey', 'Snorlax']",33,7,9
gen1ubers-702320475,[Gen 1] UBERS,2018-02-11 03:54:22,,delcatty31981,sacredfire97645,delcatty31981,True,"['Mewtwo', 'Venusaur', 'Charizard', 'Blastoise']","['Mew', 'Mewtwo', 'Exeggutor', 'Slowbro', 'Chansey', 'Snorlax']",22,5,5
smogtours-gen1ubers-802697,[Gen 1] UBERS,2024-10-27 20:21:28,,arceusghost8496,aeroblast8709,aeroblast8709,False,"['Exeggutor', 'Mewtwo', 'Mew', 'Tauros', 'Zapdos', 'Gengar']","['Cloyster', 'Mew', 'Exeggutor', 'Zapdos', 'Alakazam']",75,28,22
smogtours-gen1ubers-612194,[Gen 1] UBERS,2022-03-07 01:59:47,,psn38480,focusband97190,focusband97190,True,"['Starmie', 'Mew', 'Mewtwo', 'Porygon', 'Chansey', 'Snorlax']","['Exeggutor', 'Mewtwo', 'Mew', 'Zapdos', 'Chansey', 'Snorlax']",98,15,15
smogtours-gen1ubers-748109,[Gen 1] UBERS,2024-02-18 01:17:31,,castform97328,sturdy13642,castform97328,True,"['Exeggutor', 'Mewtwo', 'Zapdos', 'Chansey', 'Snorlax']","['Mew', 'Mewtwo', 'Tauros', 'Gengar', 'Chansey', 'Snorlax']",28,7,7
gen1ubers-848488911,[Gen 1] UBERS,2019-01-14 00:08:41,,venonat16918,crushclaw72800,crushclaw72800,False,"['Mew', 'Mewtwo', 'Exeggutor', 'Slowbro', 'Jynx', 'Chansey']","['Exeggutor', 'Mewtwo', 'Mew', 'Slowbro', 'Jynx', 'Chansey']",132,8,7
smogtours-gen1ubers-815431,[Gen 1] UBERS,2025-01-21 20:01:23,,wacanberry11962,ponyta53394,wacanberry11962,True,"['Exeggutor', 'Mewtwo', 'Mew', 'Slowbro', 'Zapdos', 'Rhydon']","['Starmie', 'Mewtwo', 'Exeggutor', 'Mew', 'Zapdos', 'Snorlax']",200,24,48
smogtours-gen1ubers-744252,[Gen 1] UBERS,2024-02-03 07:09:18,,ghost50880,screech7860,ghost50880,False,"['Mew', 'Mewtwo', 'Zapdos', 'Gengar', 'Chansey', 'Snorlax']","['Mew', 'Exeggutor', 'Mewtwo', 'Tauros', 'Chansey', 'Snorlax']",71,13,15
gen1ubers-889234533,[Gen 1] UBERS,2019-04-08 11:13:17,,drifloon28946,leafblade14878,drifloon28946,True,"['Exeggutor', 'Mewtwo', 'Tauros', 'Golem', 'Chansey']","['Mewtwo', 'Mew', 'Tauros', 'Golem', 'Chansey', 'Snorlax']",45,9,12
gen1ubers-2360816677,[Gen 1] UBERS,2025-05-10 03:42:52,,status19859,exeggutor57071,status19859,False,['Electrode'],"['Gengar', 'Electrode', 'Chansey']",49,0,16
smogtours-gen1ubers-720983,[Gen 1] UBERS,2023-10-01 19:31:56,,iceball26708,icebody51285,iceball26708,False,"['Cloyster', 'Mewtwo', 'Mew', 'Zapdos', 'Chansey', 'Snorlax']","['Mew', 'Exeggutor', 'Mewtwo', 'Tauros', 'Chansey', 'Snorlax']",57,12,14
gen1ubers-516107575,[Gen 1] UBERS,2017-01-12 23:59:24,,flameorb57981,wrap55234,wrap55234,False,"['Cloyster', 'Charizard', 'Machamp', 'Gengar', 'Muk', 'Alakazam']","['Exeggutor', 'Lapras', 'Chansey', 'Snorlax', 'Alakazam']",30,6,6
gen1ubers-527334808,[Gen 1] UBERS,2017-02-02 03:02:54,,miltank57341,woodhammer83701,woodhammer83701,False,"['Arcanine', 'Ninetales', 'Rapidash']","['Sandslash', 'Kadabra', 'Ninetales']",22,2,2
smogtours-gen1ubers-728619,[Gen 1] UBERS,2023-11-04 19:27:45,,azumarill79029,steel89481,steel89481,False,"['Mewtwo', 'Mew', 'Slowbro', 'Zapdos', 'Gengar', 'Snorlax']","['Mewtwo', 'Exeggutor', 'Mew', 'Tauros', 'Chansey', 'Snorlax']",52,11,12
gen1ubers-2096331058,[Gen 1] UBERS,2024-04-05 01:55:13,,faketears19681,hydration14831,faketears19681,True,['Electrode'],"['Electrode', 'Chansey']",10,0,1
smogtours-gen1ubers-70567,[Gen 1] UBERS,2015-06-24 23:09:42,,sunkern78687,bide32585,sunkern78687,False,"['Exeggutor', 'Mewtwo', 'Mew', 'Slowbro', 'Chansey', 'Snorlax']","['Mewtwo', 'Mew', 'Slowbro', 'Jynx', 'Chansey', 'Snorlax']",49,15,16
gen1ubers-755887447,[Gen 1] UBERS,2018-06-01 03:19:30,,woodhammer83701,miltank57341,woodhammer83701,False,"['Lapras', 'Alakazam', 'Charizard']","['Nidoking', 'Nidoqueen', 'Dugtrio', 'Persian', 'Rhydon']",14,3,4
smogtours-gen1ubers-790179,[Gen 1] UBERS,2024-09-10 16:21:24,,aurasphere76841,tyrogue95104,tyrogue95104,False,"['Mew', 'Mewtwo', 'Exeggutor', 'Zapdos', 'Snorlax', 'Articuno']","['Cloyster', 'Exeggutor', 'Mewtwo', 'Mew', 'Slowbro', 'Rhydon']",74,22,22
gen1ubers-992522900,[Gen 1] UBERS,2019-10-14 20:20:54,,starfberry84995,phione47127,phione47127,True,"['Mew', 'Mewtwo', 'Exeggutor', 'Tauros', 'Slowbro', 'Snorlax']","['Jynx', 'Exeggutor', 'Mewtwo', 'Slowbro']",27,8,4
