id,format,uploadtime,rating,player1,player2,Winner,Forfeit,Team 1,Team 2,Turns,# Switches 1,# Switches 2
gen3nu-940596862,[Gen 3] NU,2019-07-06 16:31:04,,wailmer43107,psychocut93276,wailmer43107,True,"['Butterfree', 'Nosepass', 'Meditite', 'Zigzagoon', 'Ledian']","['Wailmer', 'Nosepass', 'Masquerain', 'Pineco']",19,6,6
gen3nu-1084155612,[Gen 3] NU,2020-03-23 21:45:28,,payday74254,psyduck38308,psyduck38308,True,"['Magby', 'Onix', 'Meowth', 'Gloom', 'Grovyle', 'Golbat']","['Pineco', 'Dragonair', 'Drowzee', 'Gloom', 'Metang']",38,12,16
smogtours-gen3nu-558426,[Gen 3] NU,2021-04-30 16:41:40,,twistedspoon63684,haunter12630,haunter12630,False,"['Wailord', 'Haunter', 'Murkrow', 'Crawdaunt', 'Metang', 'Roselia']","['Huntail', 'Flareon', 'Raticate', 'Haunter', 'Grovyle', 'Glalie']",27,12,11
smogtours-gen3nu-527587,[Gen 3] NU,2020-11-15 01:23:48,,cranidos39753,goldeen52039,cranidos39753,False,"['Omanyte', 'Minun', 'Sealeo', 'Vibrava', 'Beedrill', 'Duskull']","['Houndour', 'Dragonair', 'Omanyte', 'Ivysaur', 'Minun', 'Furret']",26,12,12
smogtours-gen3nu-783958,[Gen 3] NU,2024-08-03 22:40:22,,tangledfeet30693,faketears60131,faketears60131,True,"['Seadra', 'Wailord', 'Flareon', 'Haunter', 'Bellossom', 'Glalie']","['Venomoth', 'Plusle', 'Octillery', 'Delcatty', 'Mawile', 'Ledian']",22,8,5
smogtours-gen3nu-663600,[Gen 3] NU,2022-12-03 19:38:50,,astonish32045,volbeat11507,volbeat11507,True,"['Omanyte', 'Seviper', 'Minun', 'Chinchou', 'Furret', 'Ledian']","['Shelgon', 'Trapinch', 'Minun', 'Swalot', 'Shuckle']",33,12,11
gen3nu-1131037938,[Gen 3] NU,2020-06-11 21:15:18,,snover79756,earlybird4956,snover79756,False,"['Spinda', 'Mightyena', 'Seviper', 'Aipom', 'Vigoroth', 'Whiscash']","['Kingler', 'Flareon', 'Bayleef', 'Arbok', 'Dewgong', 'Lairon']",28,5,9
gen3nu-430449877,[Gen 3] NU,2016-09-03 21:02:48,,whismur84202,seel37895,whismur84202,False,"['Pupitar', 'Glalie', 'Raticate', 'Hitmonchan']","['Seadra', 'Magcargo', 'Mawile', 'Murkrow', 'Dewgong', 'Ariados']",15,3,5
smogtours-gen3nu-596699,[Gen 3] NU,2021-12-09 23:15:23,,empoleon29019,sandstorm48880,empoleon29019,False,"['Wailord', 'Flareon', 'Metang', 'Relicanth', 'Glalie']","['Kecleon', 'Plusle', 'Pelipper', 'Metang', 'Pupitar', 'Glalie']",23,9,10
gen3nu-1082004287,[Gen 3] NU,2020-03-19 23:16:01,,exploud92539,dragonfang79331,exploud92539,True,"['Pineco', 'Dragonair', 'Drowzee', 'Weepinbell', 'Metang', 'Gloom']","['Marshtomp', 'Dragonair', 'Graveler', 'Haunter', 'Drowzee', 'Grovyle']",122,27,16
gen3nu-1143523747,[Gen 3] NU,2020-07-02 02:21:40,,torment43861,rawstberry28879,rawstberry28879,False,"['Venomoth', 'Huntail', 'Pidgeot', 'Sudowoodo', 'Hitmonchan', 'Cacturne']","['Wailord', 'Torkoal', 'Haunter', 'Metang', 'Glalie']",13,5,4
gen3nu-836556083,[Gen 3] NU,2018-12-16 23:40:58,,denpowerwater56595,wynaut2746,wynaut2746,False,"['Staryu', 'Dustox', 'Pineco', 'Grimer', 'Delcatty', 'Taillow']","['Staryu', 'Nosepass', 'Meditite', 'Masquerain', 'Delibird', 'Taillow']",23,7,9
gen3nu-920409698,[Gen 3] NU,2019-06-01 19:16:21,,suctioncups53417,colorchange50909,colorchange50909,False,"['Huntail', 'Torkoal', 'Haunter', 'Crawdaunt', 'Metang', 'Roselia']","['Wailord', 'Flareon', 'Haunter', 'Chimecho', 'Relicanth', 'Roselia']",43,16,20
neworigin-gen3nu-572,[Gen 3] NU,2019-07-29 18:49:28,,ariados15495,tangela91840,ariados15495,False,"['Seadra', 'Hitmonchan', 'Murkrow', 'Dewgong', 'Vigoroth']","['Wailord', 'Murkrow', 'Chimecho', 'Metang', 'Pupitar', 'Roselia']",21,7,11
smogtours-gen3nu-832601,[Gen 3] NU,2025-04-12 16:49:03,,teddiursa88253,yanma7568,yanma7568,False,"['Flareon', 'Hitmonchan', 'Bellossom', 'Pelipper', 'Chimecho', 'Glalie']","['Flareon', 'Haunter', 'Hitmonchan', 'Arbok', 'Metang', 'Glalie']",26,15,10
gen3nu-879408570,[Gen 3] NU,2019-03-21 00:04:57,,ursaring45910,zenheadbutt21681,ursaring45910,False,"['Abra', 'Graveler', 'Glalie', 'Grovyle', 'Golbat']","['Pidgeot', 'Marshtomp', 'Hitmonchan', 'Lickitung', 'Pupitar', 'Glalie']",15,6,9
gen3nu-1079672153,[Gen 3] NU,2020-03-15 23:33:40,,bellossom8104,honchkrow58473,bellossom8104,True,"['Kecleon', 'Haunter', 'Hitmonchan', 'Cacturne', 'Pelipper']","['Seadra', 'Flareon', 'Hitmonchan', 'Murkrow', 'Dewgong', 'Vigoroth']",31,7,12
gen3nu-859257737,[Gen 3] NU,2019-02-07 02:01:09,,smeargle89265,angerpoint26450,smeargle89265,True,"['Flareon', 'Hitmonchan', 'Relicanth', 'Sableye', 'Roselia']","['Pidgeot', 'Magcargo', 'Hitmonchan', 'Chimecho', 'Roselia']",25,7,9
gen3nu-1079509489,[Gen 3] NU,2020-03-15 18:22:06,,tox71156,koffing93492,tox71156,False,"['Wailord', 'Hitmonchan', 'Haunter', 'Metang', 'Chimecho', 'Roselia']","['Flareon', 'Plusle', 'Haunter', 'Crawdaunt', 'Metang', 'Roselia']",31,11,11
gen3nu-435668476,[Gen 3] NU,2016-09-11 19:02:15,,kangaskhan34425,softsand54172,kangaskhan34425,True,"['Kecleon', 'Sandshrew', 'Poliwhirl', 'Diglett', 'Golbat']","['Shelgon', 'Diglett', 'Haunter', 'Metang', 'Pupitar', 'Magnemite']",32,12,14
gen3nu-1078162253,[Gen 3] NU,2020-03-13 05:06:33,,enpowerpoison95815,deoxysspeed62981,enpowerpoison95815,False,"['Pidgeot', 'Kecleon', 'Beautifly', 'Flareon', 'Haunter', 'Hitmonchan']","['Volbeat', 'Pelipper', 'Vigoroth', 'Illumise', 'Roselia', 'Tangela']",25,6,5
gen3nu-930268131,[Gen 3] NU,2019-06-18 03:29:09,,magnitude74179,smoothrock25184,magnitude74179,True,"['Growlithe', 'Nosepass', 'Pineco', 'Taillow']","['Pineco', 'Shuppet', 'Baltoy', 'Chinchou', 'Zigzagoon']",17,3,7
smogtours-gen3nu-772972,[Gen 3] NU,2024-06-08 19:08:57,,buneary67957,aeroblast60363,aeroblast60363,False,"['Flareon', 'Octillery', 'Arbok', 'Metang', 'Pupitar', 'Glalie']","['Wailord', 'Flareon', 'Haunter', 'Bellossom', 'Metang', 'Glalie']",20,5,7
gen3nu-1082445860,[Gen 3] NU,2020-03-20 19:04:27,,psyduck38308,dragonfang79331,psyduck38308,True,"['Marshtomp', 'Haunter', 'Ivysaur', 'Metang', 'Diglett', 'Duskull']","['Marshtomp', 'Combusken', 'Haunter', 'Graveler', 'Wartortle', 'Drowzee']",29,12,12
smogtours-gen3nu-688549,[Gen 3] NU,2023-04-20 20:17:08,,magikarp58440,shellarmor72810,shellarmor72810,True,"['Venomoth', 'Octillery', 'Minun', 'Delcatty']","['Murkrow', 'Wailord', 'Roselia', 'Metang']",25,8,8
gen3nu-2240246558,[Gen 3] NU,2024-11-09 00:09:21,,colorchange66435,paras61636,colorchange66435,False,"['Huntail', 'Flareon', 'Glalie', 'Haunter']","['Octillery', 'Pupitar', 'Murkrow', 'Metang', 'Chimecho', 'Roselia']",15,3,5
gen3nu-1095432515,[Gen 3] NU,2020-04-12 16:54:40,1029,poweranklet47718,download60495,download60495,False,"['Wailord', 'Huntail', 'Plusle', 'Masquerain', 'Relicanth', 'Shuckle']","['Pidgeot', 'Huntail', 'Flareon', 'Raticate', 'Hitmonchan', 'Metang']",20,8,6
smogtours-gen3nu-730428,[Gen 3] NU,2023-11-12 21:59:39,,charcoal84776,pickup28423,charcoal84776,True,"['Seadra', 'Huntail', 'Plusle', 'Haunter', 'Glalie']","['Wailord', 'Flareon', 'Sableye', 'Chimecho', 'Relicanth', 'Roselia']",25,7,8
