id,format,uploadtime,rating,player1,player2,Winner,Forfeit,Team 1,Team 2,Turns,# Switches 1,# Switches 2
gen3ubers-2248633898,[Gen 3] UBERS,2024-11-22 00:31:54,,acid73912,quickfeet48743,quickfeet48743,False,"['Blissey', 'Electrode', 'Gyarados', 'Skarmory', 'Misdreavus', 'Donphan']","['Starmie', 'Typhlosion', 'Dugtrio', 'Glalie', 'Snorlax']",30,10,9
gen3ubers-894270309,[Gen 3] UBERS,2019-04-17 03:25:01,,mist43310,bugbite40309,mist43310,True,"['Miltank', 'Wartortle', 'Crobat', 'Heracross']","['Cloyster', 'Zangoose', 'Gengar', 'Dugtrio', 'Alakazam']",17,4,4
gen3ubers-1098225655,[Gen 3] UBERS,2020-04-17 09:45:45,,psychup14796,snorlax15344,psychup14796,False,"['Latios', 'Aerodactyl', 'Ho-Oh', 'Registeel', 'Snorlax', 'Groudon']","['Latios', 'Regice', 'Omastar', 'Deoxys-Attack', 'Steelix', 'Kyogre']",28,15,13
smogtours-gen3ubers-574362,[Gen 3] UBERS,2021-08-17 17:32:00,,surskit32262,denpowergrass50887,surskit32262,False,"['Latios', 'Mewtwo', 'Metagross', 'Deoxys-Attack', 'Kyogre', 'Snorlax']","['Latios', 'Deoxys-Attack', 'Kyogre', 'Snorlax', 'Forretress', 'Groudon']",39,13,14
gen3ubers-1167301384,[Gen 3] UBERS,2020-08-11 22:46:03,1000,charge9689,turtwig23884,charge9689,False,"['Latios', 'Mew', 'Mewtwo', 'Tyranitar', 'Kyogre']","['Deoxys-Defense', 'Ho-Oh', 'Wobbuffet', 'Umbreon', 'Kyogre']",23,7,7
smogtours-gen3ubers-563513,[Gen 3] UBERS,2021-05-31 22:43:18,,wailmer75312,splash22725,splash22725,True,"['Blissey', 'Kyogre', 'Latias', 'Tyranitar']",['Kyogre'],11,4,0
smogtours-gen3ubers-817644,[Gen 3] UBERS,2025-02-02 19:15:51,,flying36635,oblivious50243,oblivious50243,False,"['Latios', 'Blissey', 'Mewtwo', 'Omastar', 'Weezing', 'Kyogre']","['Blissey', 'Deoxys-Defense', 'Ho-Oh', 'Latias', 'Lugia', 'Groudon']",192,86,57
gen3ubers-829051719,[Gen 3] UBERS,2018-11-01 20:41:06,,luxray2085,zapcannon39582,zapcannon39582,False,"['Latios', 'Mewtwo', 'Deoxys-Attack', 'Tyranitar', 'Latias', 'Kyogre']","['Latios', 'Metagross', 'Omastar', 'Heracross', 'Deoxys-Attack', 'Kyogre']",12,7,8
gen3ubers-2245980107,[Gen 3] UBERS,2024-11-18 03:49:06,,roleplay58231,acid73912,acid73912,False,"['Politoed', 'Ludicolo', 'Jirachi', 'Breloom', 'Kingdra', 'Registeel']","['Blissey', 'Entei', 'Electrode', 'Jumpluff', 'Gyarados', 'Skarmory']",53,18,18
gen3ubers-2201862739,[Gen 3] UBERS,2024-09-15 02:08:06,,stall51845,primeape36328,primeape36328,False,"['Salamence', 'Swampert', 'Porygon2', 'Magneton', 'Regirock', 'Celebi']","['Milotic', 'Heracross', 'Sableye', 'Electabuzz', 'Houndoom']",30,9,10
gen3ubers-1039412188,[Gen 3] UBERS,2020-01-02 00:41:39,,moonstone74805,zapcannon39582,moonstone74805,True,"['Latios', 'Registeel', 'Kyogre', 'Snorlax', 'Groudon']","['Latios', 'Metagross', 'Omastar', 'Lugia', 'Kyogre', 'Snorlax']",27,7,9
smogtours-gen3ubers-313500,[Gen 3] UBERS,2017-09-12 22:02:56,,bigroot25383,altaria32948,bigroot25383,False,"['Latios', 'Ludicolo', 'Jirachi', 'Deoxys-Speed', 'Gengar', 'Kyogre']","['Latios', 'Mew', 'Metagross', 'Mewtwo', 'Deoxys-Attack', 'Rayquaza']",33,6,8
gen3ubers-1171255731,[Gen 3] UBERS,2020-08-18 22:26:32,1000,magnetrise14372,steadfast86853,magnetrise14372,False,"['Latios', 'Shedinja', 'Deoxys-Attack', 'Kyogre', 'Groudon']","['Latios', 'Mewtwo', 'Swampert', 'Deoxys-Speed', 'Rayquaza', 'Groudon']",22,7,8
gen3ubers-431400492,[Gen 3] UBERS,2016-09-05 05:51:04,,mefirst90055,blackglasses32529,mefirst90055,False,"['Blissey', 'Deoxys-Attack', 'Gengar', 'Lugia', 'Kyogre', 'Forretress']","['Latios', 'Blissey', 'Magneton', 'Regirock', 'Ho-Oh', 'Groudon']",39,15,14
