id,format,uploadtime,rating,player1,player2,Winner,Forfeit,Team 1,Team 2,Turns,# Switches 1,# Switches 2
gen1ou-918484493,[Gen 1] OU,2019-05-29 15:47:44,,lairon55354,slp93373,slp93373,False,"['Exeggutor', 'Tauros', 'Slowbro', 'Chansey', 'Rhydon', 'Alakazam']","['Cloyster', 'Tauros', 'Zapdos', 'Gengar', 'Rhydon', 'Alakazam']",43,12,13
gen1ou-1110741268,[Gen 1] OU,2020-05-08 02:19:45,,wormadamsandy82376,spacialrend28458,spacialrend28458,False,"['Vaporeon', 'Arcanine', 'Rhydon', 'Raichu', 'Venusaur', 'Articuno']","['Chansey', 'Dugtrio', 'Nidoking', 'Golem']",29,15,10
gen1ou-743992353,[Gen 1] OU,2018-05-07 21:18:22,,mindplate96156,clamperl1356,mindplate96156,False,"['Exeggutor', 'Tauros', 'Zapdos', 'Jynx', 'Chansey', 'Snorlax']","['Starmie', 'Exeggutor', 'Tauros', 'Chansey', 'Snorlax', 'Alakazam']",48,14,13
gen1ou-980021268,[Gen 1] OU,2019-09-22 04:37:29,1122,delcatty31981,octillery76325,delcatty31981,True,"['Starmie', 'Golem', 'Jynx', 'Chansey', 'Raichu', 'Snorlax']","['Lapras', 'Jolteon', 'Tauros', 'Golem', 'Gengar', 'Chansey']",48,15,28
smogtours-gen1ou-234047,[Gen 1] OU,2017-01-14 20:10:47,,skullbash30877,sunkern78687,skullbash30877,False,"['Starmie', 'Exeggutor', 'Tauros', 'Snorlax', 'Rhydon', 'Alakazam']","['Starmie', 'Exeggutor', 'Jolteon', 'Tauros', 'Chansey', 'Snorlax']",24,8,10
smogtours-gen1ou-223422,[Gen 1] OU,2016-12-12 04:31:25,,sportball27112,runaway40204,sportball27112,True,"['Starmie', 'Snorlax', 'Chansey', 'Tauros']","['Tauros', 'Golem', 'Jynx', 'Gengar', 'Alakazam', 'Articuno']",24,7,12
gen1ou-2105079399,[Gen 1] OU,2024-04-17 00:05:30,1182,suckerpunch51549,heracross18280,heracross18280,False,"['Cloyster', 'Starmie', 'Tauros', 'Zapdos', 'Chansey', 'Snorlax']","['Exeggutor', 'Tauros', 'Slowbro', 'Chansey', 'Snorlax', 'Alakazam']",48,11,12
smogtours-gen1ou-248317,[Gen 1] OU,2017-02-12 00:24:05,,nestball67163,rarebone46102,rarebone46102,False,"['Exeggutor', 'Jolteon', 'Tauros', 'Chansey', 'Snorlax', 'Alakazam']","['Jynx', 'Snorlax', 'Rhydon']",42,17,7
smogtours-gen1ou-281429,[Gen 1] OU,2017-05-07 04:15:56,,sitrusberry77995,lockon17539,lockon17539,False,"['Exeggutor', 'Tauros', 'Zapdos', 'Jynx', 'Chansey', 'Snorlax']","['Exeggutor', 'Lapras', 'Tauros', 'Chansey', 'Rhydon', 'Alakazam']",40,22,19
smogtours-gen1ou-774853,[Gen 1] OU,2024-06-16 03:00:07,,ponyta53394,static36182,ponyta53394,False,"['Tauros', 'Jynx', 'Chansey', 'Alakazam', 'Rhydon', 'Snorlax']","['Starmie', 'Exeggutor', 'Tauros', 'Chansey', 'Alakazam', 'Snorlax']",98,29,34
gen1ou-1108540431,[Gen 1] OU,2020-05-04 15:16:11,,combusken84691,extremespeed45157,combusken84691,False,"['Starmie', 'Staryu']","['Geodude', 'Poliwag', 'Pikachu']",23,1,4
