id,format,uploadtime,rating,player1,player2,Winner,Forfeit,Team 1,Team 2,Turns,# Switches 1,# Switches 2
china-gen2ubers-202931,[Gen 2] UBERS,2019-06-25 11:56:42,,mirrormove40391,powerherb5675,mirrormove40391,False,"['Cloyster', 'Mew', 'Mewtwo', 'Tyranitar', 'Lugia', 'Snorlax']","['Mewtwo', 'Steelix', 'Tyranitar', 'Celebi', 'Lugia', 'Forretress']",40,10,11
gen2ubers-2192344891,[Gen 2] UBERS,2024-09-01 14:42:40,1039,shaymin91828,reversal38024,shaymin91828,False,"['Exeggutor', 'Mew', 'Mewtwo', 'Steelix', 'Ho-Oh']","['Cloyster', 'Mewtwo', 'Mew', 'Zapdos', 'Tyranitar', 'Snorlax']",23,8,7
gen2ubers-2193799688,[Gen 2] UBERS,2024-09-03 17:24:54,1036,rindoberry92018,pinapberry90852,pinapberry90852,True,"['Cloyster', 'Mewtwo', 'Ho-Oh', 'Tyranitar', 'Celebi', 'Snorlax']","['Mewtwo', 'Gengar', 'Quagsire', 'Lugia', 'Snorlax', 'Forretress']",79,38,42
smogtours-gen2ubers-770332,[Gen 2] UBERS,2024-05-25 21:20:36,,altaria32948,poisonheal30246,altaria32948,True,"['Cloyster', 'Mewtwo', 'Exeggutor', 'Zapdos', 'Tyranitar', 'Snorlax']","['Cloyster', 'Mewtwo', 'Celebi', 'Gengar', 'Snorlax', 'Shuckle']",163,83,46
gen2ubers-2109291995,[Gen 2] UBERS,2024-04-22 20:49:36,,venonat28212,bugbuzz9810,venonat28212,True,"['Blissey', 'Marowak', 'Ho-Oh', 'Golem']","['Cloyster', 'Mew', 'Mewtwo', 'Zapdos', 'Tyranitar', 'Snorlax']",16,3,7
smogtours-gen2ubers-677159,[Gen 2] UBERS,2023-02-25 17:43:08,,supersonic60004,sketch80136,sketch80136,False,"['Mewtwo', 'Jolteon', 'Celebi', 'Umbreon', 'Snorlax', 'Vaporeon']","['Cloyster', 'Mewtwo', 'Mew', 'Heracross', 'Zapdos', 'Snorlax']",48,16,13
smogtours-gen2ubers-770333,[Gen 2] UBERS,2024-05-25 21:00:42,,submission15455,poisonheal30246,submission15455,False,"['Starmie', 'Mewtwo', 'Ho-Oh', 'Celebi', 'Snorlax', 'Forretress']","['Cloyster', 'Mewtwo', 'Mew', 'Steelix', 'Muk', 'Snorlax']",37,12,13
gen2ubers-2310569144,[Gen 2] UBERS,2025-03-01 23:06:17,,skullbash1243,probopass2814,skullbash1243,False,"['Raticate', 'Poliwrath', 'Jumpluff', 'Feraligatr', 'Raichu']","['Scyther', 'Sudowoodo', 'Aerodactyl', 'Electrode', 'Pikachu', 'Girafarig']",19,4,6
gen2ubers-653176934,[Gen 2] UBERS,2017-11-01 01:06:21,,wurmple55602,surf40979,wurmple55602,True,"['Cloyster', 'Skarmory', 'Raikou', 'Umbreon', 'Snorlax']","['Zapdos', 'Ho-Oh', 'Celebi', 'Gengar', 'Snorlax']",92,16,15
gen2ubers-826815273,[Gen 2] UBERS,2018-10-28 09:16:12,,pomegberry5117,banette50222,pomegberry5117,False,"['Mewtwo', 'Typhlosion', 'Miltank', 'Suicune', 'Umbreon', 'Snorlax']","['Tyranitar', 'Ho-Oh', 'Gengar', 'Electabuzz', 'Feraligatr', 'Lugia']",92,13,8
smogtours-gen2ubers-312528,[Gen 2] UBERS,2017-09-09 19:54:17,,clearbody55088,megakick35544,clearbody55088,True,"['Mewtwo', 'Mew', 'Zapdos', 'Lugia', 'Rhydon', 'Snorlax']","['Mewtwo', 'Mew', 'Raikou', 'Celebi', 'Lugia', 'Snorlax']",133,59,50
gen2ubers-300824733,[Gen 2] UBERS,2015-12-05 02:59:08,,occaberry4231,innerfocus91859,innerfocus91859,False,"['Mewtwo', 'Mew', 'Ho-Oh', 'Tyranitar', 'Celebi', 'Lugia']","['Mew', 'Mewtwo', 'Snorlax', 'Zapdos']",23,10,8
gen2ubers-2119343225,[Gen 2] UBERS,2024-05-07 00:09:52,,machamp44590,kingdra25969,kingdra25969,True,"['Blissey', 'Mewtwo', 'Heracross', 'Electrode', 'Snorlax', 'Skarmory']","['Blissey', 'Mewtwo', 'Skarmory', 'Gengar', 'Snorlax']",22,6,5
gen2ubers-1060622691,[Gen 2] UBERS,2020-02-09 22:29:30,,insectplate41158,sandattack21167,insectplate41158,True,"['Rhydon', 'Entei', 'Dragonite']","['Gengar', 'Magcargo', 'Sneasel']",12,2,2
gen2ubers-2178320010,[Gen 2] UBERS,2024-08-12 02:19:20,,eruption80875,pokeball54222,eruption80875,False,"['Mewtwo', 'Kangaskhan', 'Smeargle', 'Marowak', 'Lanturn']","['Blissey', 'Exeggutor', 'Zapdos', 'Sneasel', 'Piloswine', 'Wobbuffet']",45,11,11
gen2ubers-837458648,[Gen 2] UBERS,2018-12-18 21:51:38,,payback7723,naturepower57210,payback7723,False,"['Cloyster', 'Mew', 'Mewtwo', 'Steelix', 'Snorlax']","['Mewtwo', 'Zapdos', 'Steelix', 'Lugia', 'Snorlax']",42,13,17
gen2ubers-1154331999,[Gen 2] UBERS,2020-07-20 05:01:11,1024,withdraw35047,happiny30290,withdraw35047,False,"['Mewtwo', 'Mew', 'Raikou', 'Celebi', 'Snorlax']","['Moltres', 'Ninetales', 'Butterfree', 'Nidoking', 'Hypno', 'Tentacruel']",20,4,7
smogtours-gen2ubers-543475,[Gen 2] UBERS,2021-02-21 01:22:02,,leechseed25968,selfdestruct81414,leechseed25968,True,"['Mew', 'Mewtwo', 'Zapdos', 'Steelix', 'Snorlax', 'Forretress']","['Mewtwo', 'Mew', 'Lugia', 'Umbreon', 'Snorlax', 'Forretress']",42,9,11
smogtours-gen2ubers-322512,[Gen 2] UBERS,2017-10-13 21:36:02,,supersonic60004,scaryface472,supersonic60004,False,"['Mew', 'Steelix', 'Celebi', 'Lugia', 'Snorlax', 'Forretress']","['Cloyster', 'Mewtwo', 'Mew', 'Jolteon', 'Tyranitar', 'Snorlax']",40,11,11
gen2ubers-2047698994,[Gen 2] UBERS,2024-01-30 16:15:06,,thunderfang86778,screech41821,thunderfang86778,True,"['Blissey', 'Ho-Oh', 'Celebi', 'Espeon', 'Feraligatr', 'Lugia']","['Tyranitar', 'Ho-Oh', 'Celebi', 'Raikou', 'Kingdra', 'Lugia']",76,15,14
gen2ubers-2356848327,[Gen 2] UBERS,2025-05-04 19:27:42,,torkoal6850,filter70262,torkoal6850,False,"['Slowbro', 'Zapdos', 'Tyranitar', 'Dugtrio', 'Primeape', 'Delibird']","['Cloyster', 'Machoke', 'Exeggutor', 'Tyranitar', 'Arbok', 'Snorlax']",30,6,11
gen2ubers-942448821,[Gen 2] UBERS,2019-07-10 05:57:57,1000,superluck27737,bonerush49821,superluck27737,True,"['Cloyster', 'Mew', 'Mewtwo', 'Celebi', 'Snorlax', 'Skarmory']","['Mew', 'Mewtwo', 'Raikou', 'Ho-Oh', 'Celebi', 'Lugia']",64,24,24
gen2ubers-1088939523,[Gen 2] UBERS,2020-04-01 04:47:45,,stringshot28281,mistball96154,stringshot28281,False,"['Mew', 'Mewtwo', 'Snorlax']","['Blissey', 'Cloyster', 'Mewtwo', 'Heracross', 'Espeon', 'Lugia']",25,2,8
bigbang-gen2ubers-2176,[Gen 2] UBERS,2016-12-24 00:35:47,,shuppet62508,reversal57055,shuppet62508,False,"['Mew', 'Mewtwo', 'Zapdos', 'Steelix', 'Lugia']","['Mew', 'Mewtwo', 'Zapdos', 'Steelix', 'Lugia', 'Snorlax']",30,6,5
gen2ubers-1083081864,[Gen 2] UBERS,2020-03-21 22:42:52,,kasibberry42433,pidgeot3073,pidgeot3073,False,"['Mew', 'Mewtwo', 'Steelix', 'Celebi', 'Lugia', 'Snorlax']","['Miltank', 'Mewtwo', 'Heracross', 'Tyranitar']",72,5,5
gen2ubers-1102514705,[Gen 2] UBERS,2020-04-24 12:21:56,,dialga37579,jolteon27976,jolteon27976,False,"['Crobat', 'Azumarill', 'Tyranitar', 'Scizor', 'Arcanine', 'Ampharos']","['Blissey', 'Exeggutor', 'Zapdos', 'Steelix', 'Marowak', 'Vaporeon']",43,10,10
smogtours-gen2ubers-800738,[Gen 2] UBERS,2024-10-20 20:02:56,,simple83386,astonish32045,simple83386,True,"['Mew', 'Snorlax', 'Forretress']","['Mewtwo', 'Zapdos', 'Golem', 'Snorlax', 'Forretress']",9,2,5
smogtours-gen2ubers-532999,[Gen 2] UBERS,2020-12-20 02:37:11,,innerfocus91859,megakick35544,innerfocus91859,False,"['Cloyster', 'Mewtwo', 'Mew', 'Tyranitar', 'Lugia', 'Snorlax']","['Mew', 'Mewtwo', 'Raikou', 'Tyranitar', 'Snorlax', 'Forretress']",23,8,13
gen2ubers-800995794,[Gen 2] UBERS,2018-09-05 01:01:27,,doubleedge52958,leafstorm21038,doubleedge52958,False,"['Blissey', 'Mewtwo', 'Skarmory', 'Raikou', 'Snorlax']","['Mewtwo', 'Jolteon', 'Typhlosion', 'Snorlax', 'Dragonite']",43,6,8
gen2ubers-1064966627,[Gen 2] UBERS,2020-02-18 00:01:18,,splash95702,triattack92475,splash95702,True,"['Cloyster', 'Piloswine', 'Umbreon']","['Charizard', 'Azumarill', 'Tyranitar']",24,2,2
gen2ubers-685948923,[Gen 2] UBERS,2018-01-08 20:56:25,,earthpower64259,notype27905,earthpower64259,False,"['Blissey', 'Mewtwo', 'Tyranitar', 'Umbreon', 'Snorlax', 'Forretress']","['Skarmory', 'Tyranitar', 'Gengar', 'Suicune', 'Umbreon', 'Snorlax']",85,14,16
smogtours-gen2ubers-780342,[Gen 2] UBERS,2024-07-14 19:30:41,,bellossom60723,focussash46914,focussash46914,False,"['Cloyster', 'Mew', 'Mewtwo', 'Raikou', 'Snorlax', 'Vaporeon']","['Blissey', 'Cloyster', 'Mewtwo', 'Golem', 'Ho-Oh', 'Snorlax']",41,17,19
gen2ubers-712904284,[Gen 2] UBERS,2018-03-04 15:20:59,,pineco86482,rest29907,rest29907,False,"['Crobat', 'Charizard', 'Poliwrath', 'Sneasel', 'Umbreon']","['Politoed', 'Raichu', 'Charizard']",13,4,3
smogtours-gen2ubers-770337,[Gen 2] UBERS,2024-05-25 21:11:28,,pinapberry90852,poisonheal30246,poisonheal30246,False,"['Cloyster', 'Mewtwo', 'Zapdos', 'Golem', 'Raikou', 'Snorlax']","['Cloyster', 'Mew', 'Mewtwo', 'Steelix', 'Muk', 'Snorlax']",36,16,15
gen2ubers-2196664507,[Gen 2] UBERS,2024-09-07 19:52:29,,shellder6516,grasswhistle40389,shellder6516,True,"['Cloyster', 'Mewtwo', 'Mew', 'Zapdos', 'Tyranitar', 'Snorlax']","['Mewtwo', 'Ho-Oh', 'Celebi', 'Quagsire', 'Snorlax', 'Forretress']",155,36,34
gen2ubers-871575320,[Gen 2] UBERS,2019-03-05 18:39:12,,arceusgrass12770,hooh16910,arceusgrass12770,False,['Magikarp'],['Metapod'],6,0,0
gen2ubers-1169287692,[Gen 2] UBERS,2020-08-15 11:45:24,,questionmarks97791,hooh75307,hooh75307,True,"['Mewtwo', 'Exeggutor', 'Mew', 'Steelix', 'Golem', 'Snorlax']","['Mewtwo', 'Exeggutor', 'Zapdos', 'Golem', 'Snorlax', 'Forretress']",38,16,16
smogtours-gen2ubers-586300,[Gen 2] UBERS,2021-10-13 18:14:48,,thickclub70730,supersonic60004,supersonic60004,False,"['Mewtwo', 'Celebi', 'Snorlax', 'Lugia', 'Skarmory', 'Donphan']","['Mewtwo', 'Ho-Oh', 'Golem', 'Celebi', 'Snorlax', 'Forretress']",353,122,132
smogtours-gen2ubers-630121,[Gen 2] UBERS,2022-06-05 14:38:23,,needlearm25079,adaptability45192,adaptability45192,False,"['Cloyster', 'Mewtwo', 'Mew', 'Zapdos', 'Golem', 'Snorlax']","['Cloyster', 'Snorlax', 'Zapdos']",27,10,4
smogtours-gen2ubers-455454,[Gen 2] UBERS,2019-09-07 23:03:31,,runaway40204,sitrusberry77995,sitrusberry77995,False,"['Mew', 'Mewtwo', 'Zapdos', 'Golem', 'Snorlax', 'Forretress']","['Mew', 'Mewtwo', 'Lugia', 'Tyranitar']",20,8,4
gen2ubers-1030785161,[Gen 2] UBERS,2019-12-16 01:40:54,,effectspore58495,starfberry41414,effectspore58495,False,"['Mewtwo', 'Mew', 'Zapdos', 'Marowak', 'Snorlax', 'Forretress']","['Mewtwo', 'Mew', 'Zapdos', 'Golem', 'Snorlax', 'Forretress']",28,8,11
gen2ubers-2160504253,[Gen 2] UBERS,2024-07-14 01:02:13,,illuminate98935,signalbeam44131,illuminate98935,False,"['Miltank', 'Marowak', 'Gengar']","['Suicune', 'Entei', 'Raikou']",38,8,5
gen2ubers-1168751016,[Gen 2] UBERS,2020-08-14 12:38:12,,bide15473,questionmarks97791,questionmarks97791,False,"['Mew', 'Mewtwo', 'Zapdos', 'Steelix', 'Lugia', 'Snorlax']","['Mew', 'Mewtwo', 'Zapdos', 'Golem', 'Snorlax']",41,13,9
gen2ubers-802395705,[Gen 2] UBERS,2018-09-07 22:37:21,,tailwhip2839,delcatty31981,tailwhip2839,False,"['Cloyster', 'Mew', 'Mewtwo', 'Ho-Oh', 'Umbreon', 'Snorlax']","['Mewtwo', 'Mew', 'Ho-Oh', 'Celebi', 'Lugia', 'Snorlax']",118,21,22
gen2ubers-865050095,[Gen 2] UBERS,2019-02-20 04:18:36,,focusband1232,delcatty31981,delcatty31981,False,"['Mewtwo', 'Ho-Oh', 'Raikou', 'Lugia', 'Skarmory', 'Forretress']","['Cloyster', 'Mewtwo', 'Electrode', 'Ho-Oh', 'Celebi', 'Snorlax']",66,20,18
gen2ubers-1114013770,[Gen 2] UBERS,2020-05-13 17:35:57,,oblivious37379,iceberry26639,iceberry26639,False,"['Blissey', 'Starmie', 'Skarmory', 'Miltank', 'Suicune', 'Snorlax']","['Mew', 'Mewtwo', 'Zapdos', 'Steelix', 'Snorlax']",33,10,8
gen2ubers-2211235344,[Gen 2] UBERS,2024-09-28 00:44:51,,stoneplate55960,tangrowth23890,tangrowth23890,False,"['Cloyster', 'Mew', 'Mewtwo', 'Zapdos', 'Steelix', 'Snorlax']","['Cloyster', 'Mew', 'Mewtwo', 'Zapdos', 'Tyranitar', 'Snorlax']",30,6,7
smogtours-gen2ubers-534218,[Gen 2] UBERS,2020-12-27 23:08:15,,rockpolish84152,sacredfire231,rockpolish84152,False,"['Mewtwo', 'Mew', 'Raikou', 'Tyranitar', 'Snorlax', 'Forretress']","['Cloyster', 'Mew', 'Jolteon', 'Zapdos', 'Steelix', 'Snorlax']",34,12,13
gen2ubers-963503570,[Gen 2] UBERS,2019-08-21 01:58:40,,porygon216624,farfetchd20684,farfetchd20684,False,"['Mew', 'Charizard', 'Heracross', 'Tyranitar', 'Umbreon', 'Forretress']","['Lapras', 'Mewtwo', 'Charizard', 'Aerodactyl', 'Gyarados', 'Snorlax']",77,14,6
smogtours-gen2ubers-807217,[Gen 2] UBERS,2024-11-21 19:25:19,,calmmind41810,pinapberry90852,pinapberry90852,False,"['Ho-Oh', 'Tyranitar', 'Celebi', 'Golem', 'Snorlax', 'Forretress']","['Mewtwo', 'Gengar', 'Quagsire', 'Lugia', 'Snorlax', 'Forretress']",299,128,125
gen2ubers-2034537253,[Gen 2] UBERS,2024-01-14 01:35:53,,delcatty31981,regigigas73727,regigigas73727,True,"['Starmie', 'Umbreon', 'Ho-Oh']","['Starmie', 'Forretress', 'Umbreon']",85,39,32
smogtours-gen2ubers-793516,[Gen 2] UBERS,2024-09-29 19:33:16,,buneary67957,aurasphere76841,buneary67957,True,"['Cloyster', 'Mewtwo', 'Jolteon', 'Steelix', 'Ho-Oh', 'Snorlax']","['Mewtwo', 'Ho-Oh', 'Golem', 'Celebi', 'Snorlax', 'Forretress']",69,23,30
