id,format,uploadtime,rating,player1,player2,Winner,Forfeit,Team 1,Team 2,Turns,# Switches 1,# Switches 2
gen1uu-1026615130,[Gen 1] UU,2019-12-09 22:53:45,,kabutops91792,blazekick11627,kabutops91792,False,"['Tentacruel', 'Kadabra', 'Electabuzz', 'Tangela', 'Hypno', 'Articuno']","['Kadabra', 'Golem', 'Persian', 'Electabuzz', 'Dragonite', 'Tentacruel']",44,13,7
smogtours-gen1uu-690879,[Gen 1] UU,2023-05-04 01:23:26,,quickclaw43652,castform97328,quickclaw43652,False,"['Lapras', 'Kangaskhan', 'Dodrio', 'Hypno', 'Tentacruel']","['Lapras', 'Electabuzz', 'Persian', 'Gyarados', 'Hypno', 'Dragonite']",24,6,8
smogtours-gen1uu-819878,[Gen 1] UU,2025-02-15 13:15:32,,poisonpowder88566,magnetpull75337,magnetpull75337,False,"['Kangaskhan', 'Kadabra', 'Drowzee', 'Persian', 'Gyarados', 'Tentacruel']","['Electabuzz', 'Kangaskhan', 'Omastar', 'Kadabra', 'Persian', 'Gyarados']",34,9,7
gen1uu-383454244,[Gen 1] UU,2016-06-07 22:56:17,,metalburst79420,gliscor36129,metalburst79420,False,"['Moltres', 'Omastar', 'Persian', 'Hypno', 'Raichu']","['Kadabra', 'Raichu', 'Dewgong', 'Clefable', 'Arcanine', 'Venusaur']",26,6,10
gen1uu-399688942,[Gen 1] UU,2016-07-14 17:20:59,1030,chatter8010,bonerush13340,bonerush13340,True,"['Scyther', 'Omastar', 'Nidoking', 'Raichu', 'Tangela', 'Dragonite']","['Charizard', 'Hypno', 'Raichu', 'Venusaur', 'Articuno']",29,10,12
gen1uu-830231376,[Gen 1] UU,2018-12-03 19:30:41,,return265,metalclaw67212,return265,False,"['Kangaskhan', 'Kadabra', 'Haunter', 'Dugtrio', 'Hypno', 'Tentacruel']","['Ninetales', 'Kangaskhan', 'Kadabra', 'Graveler', 'Raichu', 'Vaporeon']",34,10,14
gen1uu-1101647953,[Gen 1] UU,2020-04-23 00:54:15,,torment71071,machobrace46788,machobrace46788,False,"['Moltres', 'Kangaskhan', 'Kadabra', 'Electabuzz', 'Arcanine', 'Articuno']","['Omastar', 'Electrode', 'Persian', 'Gyarados', 'Hypno']",41,8,9
gen1uu-1075736432,[Gen 1] UU,2020-03-08 20:55:42,,delcatty31981,static92475,delcatty31981,False,"['Kadabra', 'Dugtrio', 'Hypno', 'Tangela', 'Tentacruel']","['Haunter', 'Dugtrio', 'Hypno', 'Beedrill', 'Dragonite', 'Tentacruel']",34,10,13
gen1uu-1123093534,[Gen 1] UU,2020-05-29 05:24:12,,amnesia25800,bulletseed19358,bulletseed19358,False,"['Golduck', 'Kabutops', 'Mr. Mime', 'Clefable', 'Venusaur', 'Fearow']","['Moltres', 'Golduck', 'Mr. Mime', 'Clefable', 'Arcanine', 'Venusaur']",43,18,15
gen1uu-1028499651,[Gen 1] UU,2019-12-12 15:52:14,,wailmer52060,psyduck92641,wailmer52060,False,"['Kangaskhan', 'Kadabra', 'Golem', 'Persian', 'Hypno', 'Articuno']","['Nidoking', 'Kadabra', 'Dodrio', 'Golem', 'Gyarados', 'Dragonite']",27,9,6
