name,format,played,wins,losses,first_played,last_played,lowest_rating,highest_rating,rating_list,pokemon_used
abomasnow13526,[Gen 1] OU,1,0,1,2015-01-13 23:55:47,2015-01-13 23:55:47,1031.0,1031.0,[1031.0],"{'Lapras': 1, 'Exeggutor': 1, 'Tauros': 1, 'Slowbro': 1, 'Dugtrio': 1, 'Alakazam': 1}"
abomasnow16983,[Gen 1] OU,1,1,0,2015-03-01 10:21:51,2015-03-01 10:21:51,,,,"{'Starmie': 1, 'Exeggutor': 1, 'Tauros': 1, 'Zapdos': 1, 'Chansey': 1, 'Snorlax': 1}"
abomasnow21650,[Gen 1] OU,33,4,29,2017-05-08 01:25:59,2017-05-22 00:04:10,1071.0,1491.0,"[1328.0, 1395.0, 1320.0, 1345.0, 1323.0, 1315.0, 1137.0, 1443.0, 1104.0, 1237.0, 1292.0, 1308.0, 1313.0, 1404.0, 1187.0, 1071.0, 1216.0, 1419.0, 1491.0, 1372.0, 1263.0, 1109.0, 1371.0]","{'Exeggutor': 27, 'Tauros': 22, 'Slowbro': 19, 'Chansey': 31, 'Alakazam': 33, 'Starmie': 9, 'Golem': 28, 'Snorlax': 7, 'Venusaur': 2, 'Persian': 2, 'Lapras': 4}"
abomasnow24407,[Gen 1] OU,1,0,1,2016-06-28 00:20:04,2016-06-28 00:20:04,1070.0,1070.0,[1070.0],"{'Exeggutor': 1, 'Charizard': 1, 'Tauros': 1, 'Golem': 1, 'Muk': 1, 'Gyarados': 1}"
abomasnow25592,[Gen 1] OU,1,0,1,2024-01-24 19:24:21,2024-01-24 19:24:21,1237.0,1237.0,[1237.0],"{'Cloyster': 1, 'Starmie': 1, 'Tauros': 1, 'Gengar': 1, 'Chansey': 1, 'Snorlax': 1}"
abomasnow30183,[Gen 1] OU,3,2,1,2024-02-07 08:37:50,2024-10-31 10:24:35,1061.0,1073.0,"[1061.0, 1070.0, 1073.0]","{'Jolteon': 2, 'Tauros': 3, 'Jynx': 2, 'Chansey': 3, 'Victreebel': 2, 'Rhydon': 3, 'Starmie': 1, 'Exeggutor': 1, 'Snorlax': 1}"
abomasnow4017,[Gen 1] OU,1,0,1,2017-11-10 02:13:47,2017-11-10 02:13:47,,,,"{'Weezing': 1, 'Vaporeon': 1}"
abomasnow40511,[Gen 1] OU,1,0,1,2016-08-18 21:25:10,2016-08-18 21:25:10,,,,"{'Seadra': 1, 'Exeggutor': 1, 'Onix': 1, 'Mr. Mime': 1, 'Primeape': 1, 'Fearow': 1}"
abomasnow4208,[Gen 1] OU,1,0,1,2023-12-31 17:20:54,2023-12-31 17:20:54,1002.0,1002.0,[1002.0],"{'Jolteon': 1, 'Tauros': 1, 'Alakazam': 1, 'Rhydon': 1, 'Snorlax': 1}"
abomasnow42311,[Gen 1] OU,10,5,5,2018-07-10 20:44:49,2018-07-21 17:47:48,,,,"{'Exeggutor': 10, 'Tauros': 10, 'Zapdos': 3, 'Jynx': 10, 'Chansey': 6, 'Snorlax': 6, 'Slowbro': 2, 'Cloyster': 2, 'Starmie': 4, 'Rhydon': 5, 'Lapras': 2}"
