name,format,played,wins,losses,first_played,last_played,lowest_rating,highest_rating,rating_list,pokemon_used
abomasnow14570,[Gen 4] OU,1,1,0,2017-01-15 22:17:52,2017-01-15 22:17:52,,,,"{'Claydol': 1, 'Jirachi': 1, 'Roserade': 1, 'Suicune': 1, 'Heatran': 1, 'Rotom-Heat': 1}"
abomasnow16673,[Gen 4] OU,7,4,3,2021-01-30 00:03:44,2025-01-14 19:37:35,1292.0,1292.0,[1292.0],"{'Zapdos': 2, 'Tyranitar': 3, 'Breloom': 1, 'Heatran': 4, 'Latias': 2, 'Infernape': 1, 'Starmie': 1, 'Bronzong': 1, 'Jirachi': 5, 'Nidoqueen': 1, 'Clefable': 1, 'Metagross': 2, 'Flygon': 1, 'Rotom-Heat': 1, 'Skarmory': 3, 'Celebi': 2, 'Gyarados': 3, 'Camerupt': 1, 'Empoleon': 1, 'Dragonite': 1, 'Roserade': 1, 'Machamp': 1, 'Rotom-Wash': 1, 'Suicune': 1}"
abomasnow1816,[Gen 4] OU,2,1,1,2016-02-09 14:11:20,2016-02-09 14:21:12,,,,"{'Machamp': 2, 'Gengar': 2, 'Breloom': 2, 'Heatran': 2, 'Zapdos': 1, 'Kingdra': 1}"
abomasnow19978,[Gen 4] OU,1,1,0,2014-08-23 16:13:31,2014-08-23 16:13:31,,,,"{'Machamp': 1, 'Rotom-Wash': 1, 'Heatran': 1}"
abomasnow25235,[Gen 4] OU,3,0,3,2024-05-18 01:11:53,2024-06-13 00:47:16,1019.0,1144.0,"[1144.0, 1110.0, 1019.0]","{'Gengar': 3, 'Swampert': 3, 'Starmie': 2, 'Jirachi': 2, 'Infernape': 2, 'Snorlax': 2}"
abomasnow25984,[Gen 4] OU,3,3,0,2018-08-30 15:41:42,2018-08-31 19:27:27,1065.0,1188.0,"[1152.0, 1188.0, 1065.0]","{'Starmie': 2, 'Tyranitar': 2, 'Machamp': 2, 'Magnezone': 2, 'Heatran': 2, 'Dragonite': 1, 'Metagross': 1, 'Scizor': 1, 'Gliscor': 1, 'Gyarados': 1}"
abomasnow30183,[Gen 4] OU,147,136,11,2023-12-29 07:18:38,2025-05-14 06:42:11,1000.0,1438.0,"[1115.0, 1149.0, 1028.0, 1177.0, 1084.0, 1141.0, 1220.0, 1250.0, 1288.0, 1205.0, 1084.0, 1220.0, 1000.0, 1198.0, 1037.0, 1134.0, 1117.0, 1133.0, 1211.0, 1202.0, 1220.0, 1059.0, 1177.0, 1077.0, 1173.0, 1220.0, 1000.0, 1142.0, 1130.0, 1211.0, 1237.0, 1228.0, 1073.0, 1324.0, 1152.0, 1140.0, 1045.0, 1071.0, 1097.0, 1141.0, 1080.0, 1013.0, 1043.0, 1043.0, 1192.0, 1059.0, 1160.0, 1197.0, 1186.0, 1053.0, 1154.0, 1253.0, 1179.0, 1117.0, 1236.0, 1092.0, 1084.0, 1257.0, 1006.0, 1174.0, 1274.0, 1274.0, 1118.0, 1281.0, 1153.0, 1083.0, 1058.0, 1150.0, 1233.0, 1260.0, 1262.0, 1138.0, 1239.0, 1283.0, 1179.0, 1346.0, 1089.0, 1181.0, 1354.0, 1346.0, 1188.0, 1384.0, 1244.0, 1345.0, 1097.0, 1224.0, 1326.0, 1145.0, 1385.0, 1331.0, 1267.0, 1296.0, 1208.0, 1438.0, 1215.0, 1323.0, 1136.0, 1297.0, 1338.0, 1375.0, 1368.0, 1252.0, 1234.0, 1148.0, 1292.0, 1398.0, 1298.0, 1240.0, 1336.0, 1350.0, 1344.0, 1390.0, 1399.0, 1422.0, 1334.0, 1365.0, 1316.0, 1316.0, 1283.0, 1395.0, 1313.0, 1260.0, 1406.0, 1386.0, 1331.0, 1161.0, 1127.0, 1088.0, 1170.0, 1105.0, 1182.0, 1114.0, 1033.0, 1148.0, 1334.0, 1318.0, 1268.0, 1094.0, 1313.0, 1201.0, 1233.0, 1253.0]","{'Flygon': 21, 'Tyranitar': 116, 'Gyarados': 26, 'Rotom-Heat': 74, 'Skarmory': 91, 'Jirachi': 90, 'Nidoqueen': 51, 'Clefable': 73, 'Metagross': 40, 'Azelf': 40, 'Machamp': 30, 'Rotom-Wash': 26, 'Starmie': 6, 'Gliscor': 6, 'Hippowdon': 6, 'Moltres': 14, 'Zapdos': 12, 'Forretress': 13, 'Donphan': 13, 'Lucario': 17, 'Latias': 3, 'Quagsire': 4}"
abomasnow30742,[Gen 4] OU,1,1,0,2018-12-02 20:43:38,2018-12-02 20:43:38,1071.0,1071.0,[1071.0],"{'Milotic': 1, 'Gliscor': 1, 'Tyranitar': 1, 'Clefable': 1, 'Skarmory': 1}"
abomasnow35628,[Gen 4] OU,2,0,2,2016-04-01 22:16:32,2016-04-02 20:20:24,,,,"{'Starmie': 2, 'Machamp': 2, 'Celebi': 2, 'Scizor': 1, 'Heatran': 2, 'Dragonite': 1}"
abomasnow41152,[Gen 4] OU,1,0,1,2024-12-31 03:08:20,2024-12-31 03:08:20,1226.0,1226.0,[1226.0],"{'Jirachi': 1, 'Flygon': 1, 'Tyranitar': 1, 'Rotom-Wash': 1, 'Breloom': 1, 'Infernape': 1}"
