name,format,played,wins,losses,first_played,last_played,lowest_rating,highest_rating,rating_list,pokemon_used
abra60610,[Gen 1] NU,2,0,2,2022-02-11 12:08:55,2022-02-11 12:17:36,,,,"{'Mr. Mime': 2, 'Clefable': 2, 'Charizard': 1, 'Nidoking': 2, 'Venomoth': 1, 'Blastoise': 2, 'Arcanine': 1, 'Golem': 1}"
absol51729,[Gen 1] NU,2,0,2,2024-06-20 16:10:40,2024-06-20 16:20:39,,,,"{'Mr. Mime': 2, 'Raticate': 2, 'Aerodactyl': 2, 'Moltres': 1, 'Venomoth': 2, 'Blastoise': 1, 'Charizard': 1, 'Poliwrath': 1}"
absol73157,[Gen 1] NU,3,1,2,2023-06-30 19:24:20,2023-06-30 19:40:45,,,,"{'Kingler': 1, 'Mr. Mime': 3, 'Clefable': 3, 'Charizard': 3, 'Venomoth': 3, 'Blastoise': 3, 'Golem': 1, 'Nidoking': 1}"
absol83411,[Gen 1] NU,3,1,2,2022-12-18 16:06:31,2022-12-18 16:24:15,,,,"{'Rapidash': 3, 'Staryu': 3, 'Seaking': 1, 'Drowzee': 2, 'Dragonair': 1, 'Arcanine': 1, 'Nidoqueen': 2, 'Fearow': 2, 'Gastly': 1, 'Slowpoke': 1}"
absol86495,[Gen 1] NU,9,3,6,2024-01-05 15:53:00,2024-01-28 12:57:55,,,,"{'Mr. Mime': 9, 'Clefable': 9, 'Raticate': 2, 'Charizard': 4, 'Venomoth': 6, 'Blastoise': 8, 'Seadra': 3, 'Electrode': 5, 'Kabutops': 3, 'Exeggcute': 4}"
absorb89091,[Gen 1] NU,2,2,0,2023-10-29 17:15:22,2023-10-29 17:22:26,,,,"{'Mr. Mime': 2, 'Clefable': 2, 'Charizard': 2, 'Gastly': 1, 'Blastoise': 2, 'Electrode': 1, 'Drowzee': 1}"
acid56076,[Gen 1] NU,4,1,3,2025-05-02 19:19:07,2025-05-22 23:19:31,,,,"{'Seadra': 2, 'Mr. Mime': 4, 'Poliwrath': 3, 'Moltres': 2, 'Fearow': 2, 'Magneton': 3, 'Graveler': 1, 'Charizard': 2, 'Porygon': 1, 'Venomoth': 2, 'Blastoise': 1, 'Kabutops': 1}"
acidarmor10815,[Gen 1] NU,4,3,1,2024-08-18 08:21:31,2024-08-18 09:04:28,,,,"{'Charizard': 4, 'Poliwrath': 4, 'Moltres': 4, 'Venomoth': 2, 'Fearow': 1, 'Mr. Mime': 3, 'Raticate': 2, 'Magneton': 2, 'Seadra': 1}"
adaptability45192,[Gen 1] NU,6,3,3,2022-06-09 14:28:04,2022-12-21 03:52:28,,,,"{'Abra': 1, 'Rapidash': 1, 'Omanyte': 3, 'Nidoqueen': 3, 'Weepinbell': 1, 'Staryu': 3, 'Arcanine': 1, 'Machamp': 1, 'Fearow': 2, 'Tentacool': 3, 'Meowth': 3, 'Rhyhorn': 3, 'Ivysaur': 3, 'Shellder': 1, 'Charmeleon': 2, 'Voltorb': 1, 'Hitmonchan': 1, 'Drowzee': 1, 'Dragonair': 1}"
aerialace15145,[Gen 1] NU,2,2,0,2024-03-26 07:00:44,2024-03-26 07:16:07,,,,"{'Raticate': 1, 'Mr. Mime': 2, 'Venomoth': 2, 'Kabutops': 1, 'Charizard': 1, 'Nidoking': 1, 'Blastoise': 1}"
aeroblast62938,[Gen 1] NU,3,1,2,2024-06-11 00:06:51,2024-06-11 00:18:33,,,,"{'Venusaur': 1, 'Mr. Mime': 3, 'Seadra': 1, 'Kabutops': 1, 'Charizard': 3, 'Golduck': 1, 'Arcanine': 1, 'Poliwrath': 1, 'Moltres': 1, 'Raticate': 1, 'Aerodactyl': 1, 'Gastly': 1, 'Blastoise': 1}"
aeroblast8709,[Gen 1] NU,8,4,4,2024-06-23 20:43:23,2024-08-07 19:50:19,,,,"{'Seadra': 6, 'Mr. Mime': 6, 'Raticate': 8, 'Charizard': 6, 'Moltres': 2, 'Fearow': 1, 'Kabutops': 1, 'Venomoth': 6, 'Aerodactyl': 6, 'Nidoking': 1, 'Magneton': 1}"
aerodactyl86215,[Gen 1] NU,9,5,4,2024-06-15 15:25:19,2024-06-30 04:23:40,,,,"{'Mr. Mime': 9, 'Raticate': 8, 'Charizard': 5, 'Golduck': 7, 'Aerodactyl': 8, 'Venomoth': 7, 'Magneton': 1, 'Blastoise': 2, 'Nidoking': 2, 'Moltres': 3}"
agility18108,[Gen 1] NU,2,0,2,2024-02-27 22:25:45,2024-02-27 22:31:08,,,,"{'Kingler': 1, 'Seadra': 1, 'Mr. Mime': 2, 'Kabutops': 1, 'Charizard': 2, 'Blastoise': 2, 'Raticate': 1, 'Nidoking': 1, 'Venomoth': 1}"
aipom38693,[Gen 1] NU,2,0,2,2024-02-08 20:34:57,2024-02-08 20:42:25,1000.0,1000.0,"[1000.0, 1000.0]","{'Seadra': 1, 'Mr. Mime': 2, 'Victreebel': 2, 'Wigglytuff': 1, 'Nidoking': 2, 'Moltres': 2, 'Venusaur': 1, 'Poliwrath': 1}"
aipom45424,[Gen 1] NU,3,2,1,2023-08-19 11:22:23,2023-08-19 11:42:25,,,,"{'Mr. Mime': 3, 'Clefable': 2, 'Charizard': 3, 'Venomoth': 2, 'Ninetales': 1, 'Blastoise': 2, 'Raticate': 1, 'Nidoking': 1}"
airlock30435,[Gen 1] NU,4,3,1,2024-09-29 21:38:16,2024-09-29 21:56:00,,,,"{'Mr. Mime': 3, 'Raticate': 4, 'Charizard': 4, 'Aerodactyl': 1, 'Venomoth': 1, 'Blastoise': 4, 'Exeggcute': 3, 'Wigglytuff': 3}"
airlock53868,[Gen 1] NU,1,0,1,2024-02-09 23:26:50,2024-02-09 23:26:50,1082.0,1082.0,[1082.0],"{'Mr. Mime': 1, 'Kabutops': 1, 'Victreebel': 1, 'Charizard': 1, 'Wigglytuff': 1, 'Poliwrath': 1}"
alakazam8068,[Gen 1] NU,6,1,5,2022-11-25 15:22:51,2024-02-09 02:04:25,1052.0,1052.0,[1052.0],"{'Mr. Mime': 1, 'Kabutops': 1, 'Wigglytuff': 1, 'Pinsir': 1, 'Poliwrath': 1, 'Blastoise': 1, 'Graveler': 3, 'Rapidash': 5, 'Nidoqueen': 5, 'Staryu': 3, 'Magmar': 5, 'Drowzee': 3, 'Omanyte': 2, 'Fearow': 2, 'Vileplume': 2}"
altaria32948,[Gen 1] NU,1,0,1,2022-10-26 22:06:40,2022-10-26 22:06:40,,,,"{'Mr. Mime': 1, 'Kabutops': 1, 'Clefable': 1, 'Poliwhirl': 1, 'Electrode': 1, 'Blastoise': 1}"
amnesia25800,[Gen 1] NU,3,1,2,2021-11-06 22:27:44,2021-11-06 23:21:02,,,,"{'Mr. Mime': 2, 'Clefable': 3, 'Nidoking': 2, 'Fearow': 2, 'Ninetales': 2, 'Blastoise': 3, 'Rapidash': 1, 'Dragonair': 1, 'Poliwhirl': 1, 'Moltres': 1}"
ampharos18190,[Gen 1] NU,1,0,1,2024-02-24 22:52:41,2024-02-24 22:52:41,,,,"{'Mr. Mime': 1, 'Charizard': 1, 'Wigglytuff': 1, 'Nidoking': 1, 'Venomoth': 1, 'Blastoise': 1}"
aquajet31035,[Gen 1] NU,10,3,7,2024-02-21 04:05:16,2024-08-18 09:04:28,1074.0,1236.0,"[1236.0, 1074.0]","{'Mr. Mime': 9, 'Kabutops': 4, 'Raticate': 9, 'Poliwhirl': 2, 'Aerodactyl': 8, 'Moltres': 4, 'Charizard': 5, 'Gastly': 3, 'Venusaur': 1, 'Arcanine': 3, 'Poliwrath': 3, 'Venomoth': 3, 'Magneton': 1, 'Fearow': 2, 'Porygon': 1}"
aquaring89206,[Gen 1] NU,42,23,19,2023-07-13 17:32:22,2025-02-15 00:04:59,,,,"{'Mr. Mime': 38, 'Clefable': 14, 'Charizard': 31, 'Nidoking': 5, 'Venomoth': 21, 'Blastoise': 13, 'Venusaur': 4, 'Seadra': 9, 'Kabutops': 14, 'Poliwrath': 14, 'Arcanine': 6, 'Raticate': 16, 'Gastly': 5, 'Magneton': 7, 'Electrode': 4, 'Moltres': 10, 'Golem': 4, 'Poliwhirl': 2, 'Sandslash': 1, 'Golduck': 4, 'Aerodactyl': 7, 'Fearow': 6, 'Scyther': 1, 'Exeggcute': 3, 'Dragonair': 1, 'Kingler': 1, 'Abra': 1, 'Porygon': 1}"
arceusbug48749,[Gen 1] NU,3,2,1,2024-02-20 16:11:21,2024-02-28 22:29:07,1000.0,1052.0,"[1052.0, 1000.0, 1047.0]","{'Mr. Mime': 3, 'Victreebel': 3, 'Golduck': 3, 'Moltres': 3, 'Lickitung': 3, 'Blastoise': 3}"
arceusghost51402,[Gen 1] NU,2,0,2,2024-09-09 14:36:30,2024-09-09 14:40:05,,,,"{'Mr. Mime': 2, 'Raticate': 2, 'Charizard': 2, 'Venomoth': 2, 'Fearow': 2, 'Magneton': 1, 'Arcanine': 1}"
arceusghost7090,[Gen 1] NU,1,0,1,2025-05-22 23:19:31,2025-05-22 23:19:31,,,,"{'Venusaur': 1, 'Mr. Mime': 1, 'Kabutops': 1, 'Charizard': 1, 'Fearow': 1, 'Blastoise': 1}"
arceusghost8496,[Gen 1] NU,14,9,5,2022-11-26 20:11:49,2023-07-02 18:03:08,,,,"{'Omanyte': 11, 'Nidoqueen': 9, 'Staryu': 12, 'Seaking': 6, 'Vileplume': 3, 'Slowpoke': 6, 'Abra': 4, 'Drowzee': 5, 'Dragonair': 5, 'Gastly': 1, 'Graveler': 1, 'Poliwag': 3, 'Mr. Mime': 2, 'Kabutops': 1, 'Clefable': 2, 'Charizard': 2, 'Venomoth': 2, 'Blastoise': 2, 'Electrode': 1, 'Fearow': 1, 'Wigglytuff': 1}"
