name,format,played,wins,losses,first_played,last_played,lowest_rating,highest_rating,rating_list,pokemon_used
abomasnow42418,[Gen 4] UU,2,2,0,2018-11-14 19:39:08,2018-11-14 19:48:12,,,,"{'Mismagius': 2, 'Medicham': 2, 'Azumarill': 2, 'Dugtrio': 2, 'Alakazam': 2, 'Blastoise': 2}"
abra84648,[Gen 4] UU,1,0,1,2024-03-18 15:48:03,2024-03-18 15:48:03,1061.0,1061.0,[1061.0],"{'Scyther': 1, 'Altaria': 1, 'Ludicolo': 1, 'Chansey': 1, 'Lanturn': 1, 'Arcanine': 1}"
absol37368,[Gen 4] UU,8,6,2,2015-08-18 15:14:24,2017-01-23 05:31:53,,,,"{'Scyther': 3, 'Mesprit': 6, 'Tauros': 4, 'Azumarill': 3, 'Houndoom': 6, 'Donphan': 4, 'Kabutops': 2, 'Dugtrio': 2, 'Arcanine': 2, 'Leafeon': 2, 'Milotic': 2, 'Torterra': 2, 'Rotom': 2, 'Alakazam': 2, 'Toxicroak': 1, 'Swellow': 1}"
absol37659,[Gen 4] UU,1,1,0,2016-07-28 20:44:45,2016-07-28 20:44:45,,,,"{'Ambipom': 1, 'Claydol': 1, 'Leafeon': 1}"
absol56061,[Gen 4] UU,1,0,1,2025-05-11 20:41:49,2025-05-11 20:41:49,,,,"{'Scyther': 1, 'Milotic': 1, 'Registeel': 1, 'Uxie': 1, 'Venusaur': 1, 'Donphan': 1}"
absol83147,[Gen 4] UU,1,1,0,2018-09-19 21:45:09,2018-09-19 21:45:09,,,,"{'Milotic': 1, 'Toxicroak': 1, 'Rhyperior': 1, 'Jynx': 1, 'Clefable': 1, 'Feraligatr': 1}"
absorb23543,[Gen 4] UU,1,0,1,2024-03-08 09:36:34,2024-03-08 09:36:34,1000.0,1000.0,[1000.0],"{'Milotic': 1, 'Absol': 1, 'Rotom': 1, 'Bastiodon': 1, 'Arcanine': 1, 'Glaceon': 1}"
absorb41996,[Gen 4] UU,1,1,0,2022-05-29 21:29:52,2022-05-29 21:29:52,,,,"{'Cloyster': 1, 'Rhyperior': 1, 'Venusaur': 1, 'Spiritomb': 1, 'Ambipom': 1}"
acidarmor1749,[Gen 4] UU,2,2,0,2014-07-13 20:05:09,2014-07-20 00:41:31,,,,"{'Charizard': 1, 'Tauros': 2, 'Floatzel': 1, 'Nidoqueen': 1, 'Lickilicky': 1, 'Gardevoir': 1, 'Haunter': 1, 'Cacturne': 1, 'Skuntank': 1, 'Slowking': 1}"
acupressure11534,[Gen 4] UU,5,1,4,2017-01-05 21:06:32,2017-04-23 16:31:07,,,,"{'Gabite': 2, 'Armaldo': 1, 'Poliwrath': 4, 'Cacturne': 2, 'Purugly': 4, 'Golbat': 2, 'Sneasel': 1, 'Muk': 2, 'Electabuzz': 2, 'Misdreavus': 2, 'Rapidash': 1, 'Metang': 1, 'Relicanth': 1, 'Kecleon': 1, 'Mr. Mime': 2, 'Rhydon': 2}"
acupressure27751,[Gen 4] UU,2,1,1,2020-04-18 13:04:36,2020-08-30 18:48:09,,,,"{'Slowbro': 2, 'Feraligatr': 2, 'Blaziken': 2, 'Alakazam': 2, 'Donphan': 2, 'Venusaur': 1}"
acupressure31768,[Gen 4] UU,2,1,1,2016-08-11 01:42:08,2020-04-13 02:32:42,,,,"{'Ursaring': 1, 'Omastar': 1, 'Rotom': 1, 'Alakazam': 1, 'Blaziken': 1, 'Swellow': 1, 'Moltres': 1, 'Absol': 1, 'Mismagius': 1, 'Hitmontop': 1, 'Torterra': 1, 'Clefable': 1}"
acupressure5238,[Gen 4] UU,5,5,0,2017-07-23 19:50:06,2017-10-27 02:12:50,,,,"{'Ursaring': 2, 'Scyther': 4, 'Mismagius': 4, 'Omastar': 4, 'Venusaur': 4, 'Blastoise': 4, 'Poliwrath': 1, 'Mr. Mime': 1, 'Muk': 1, 'Sableye': 1, 'Rhydon': 1, 'Lickilicky': 1}"
acupressure85311,[Gen 4] UU,1,0,1,2016-04-29 23:20:14,2016-04-29 23:20:14,,,,"{'Moltres': 1, 'Torterra': 1, 'Kabutops': 1, 'Poliwrath': 1, 'Drapion': 1, 'Ambipom': 1}"
adamantorb39816,[Gen 4] UU,3,3,0,2018-02-01 22:34:48,2024-10-20 15:22:08,,,,"{'Kabutops': 1, 'Dugtrio': 2, 'Alakazam': 1, 'Registeel': 3, 'Venusaur': 2, 'Moltres': 2, 'Milotic': 1, 'Hitmontop': 1, 'Drapion': 1, 'Uxie': 1, 'Blastoise': 1, 'Leafeon': 1}"
adamantorb85574,[Gen 4] UU,1,1,0,2020-05-17 06:24:10,2020-05-17 06:24:10,,,,"{'Altaria': 1, 'Nidoking': 1, 'Dewgong': 1, 'Alakazam': 1, 'Venusaur': 1}"
adamantorb90058,[Gen 4] UU,5,2,3,2017-02-25 22:07:08,2017-02-25 22:35:29,,,,"{'Porygon2': 5, 'Noctowl': 4, 'Dusclops': 4, 'Bastiodon': 3, 'Solrock': 1, 'Gardevoir': 2}"
adaptability21550,[Gen 4] UU,1,0,1,2024-08-26 01:22:45,2024-08-26 01:22:45,,,,"{'Milotic': 1, 'Dugtrio': 1, 'Clefable': 1, 'Registeel': 1, 'Uxie': 1, 'Venusaur': 1}"
adaptability26680,[Gen 4] UU,15,7,8,2016-11-25 21:19:37,2017-12-10 18:29:06,,,,"{'Golduck': 10, 'Xatu': 6, 'Muk': 12, 'Solrock': 7, 'Purugly': 7, 'Misdreavus': 4, 'Armaldo': 7, 'Gastrodon-East': 5, 'Poliwrath': 3, 'Lickilicky': 3, 'Golbat': 2, 'Victreebel': 3, 'Metang': 4, 'Drifblim': 3, 'Kecleon': 1, 'Dusclops': 1, 'Machoke': 1, 'Rapidash': 1, 'Bellossom': 1, 'Shuckle': 1}"
adaptability45192,[Gen 4] UU,4,2,2,2023-02-18 22:32:15,2023-05-28 14:06:27,,,,"{'Milotic': 2, 'Dugtrio': 1, 'Registeel': 3, 'Uxie': 2, 'Swellow': 1, 'Leafeon': 2, 'Mesprit': 1, 'Toxicroak': 2, 'Blaziken': 1, 'Rhyperior': 1, 'Azumarill': 1, 'Houndoom': 1, 'Primeape': 1, 'Venusaur': 1, 'Torterra': 1, 'Ambipom': 1, 'Blastoise': 1}"
adaptability73331,[Gen 4] UU,2,1,1,2020-08-10 02:38:52,2020-08-10 02:40:41,,,,"{'Moltres': 2, 'Toxicroak': 2, 'Feraligatr': 2, 'Uxie': 2, 'Venusaur': 2, 'Donphan': 2}"
adaptability90804,[Gen 4] UU,1,1,0,2017-12-02 01:07:43,2017-12-02 01:07:43,,,,"{'Moltres': 1, 'Milotic': 1, 'Steelix': 1, 'Dugtrio': 1, 'Arcanine': 1, 'Alakazam': 1}"
aerialace8370,[Gen 4] UU,1,0,1,2018-11-14 19:29:52,2018-11-14 19:29:52,,,,"{'Ursaring': 1, 'Omastar': 1, 'Rotom': 1, 'Swellow': 1, 'Blaziken': 1, 'Alakazam': 1}"
aerialace9046,[Gen 4] UU,1,1,0,2019-12-06 03:02:20,2019-12-06 03:02:20,,,,"{'Mismagius': 1, 'Qwilfish': 1, 'Torterra': 1, 'Clefable': 1, 'Registeel': 1, 'Arcanine': 1}"
aeroblast26702,[Gen 4] UU,1,1,0,2020-07-03 13:02:25,2020-07-03 13:02:25,1040.0,1040.0,[1040.0],"{'Feraligatr': 1, 'Toxicroak': 1, 'Hariyama': 1, 'Steelix': 1}"
aeroblast36862,[Gen 4] UU,2,0,2,2024-03-06 23:56:31,2024-03-07 03:38:26,1000.0,1033.0,"[1000.0, 1033.0]","{'Steelix': 1, 'Chansey': 1, 'Lanturn': 2, 'Registeel': 1, 'Arcanine': 2, 'Slaking': 1, 'Altaria': 1, 'Milotic': 1, 'Kangaskhan': 1, 'Alakazam': 1}"
aeroblast70050,[Gen 4] UU,1,0,1,2016-07-03 20:45:19,2016-07-03 20:45:19,,,,"{'Lunatone': 1, 'Bibarel': 1, 'Banette': 1, 'Rampardos': 1, 'Regice': 1, 'Golem': 1}"
aeroblast98385,[Gen 4] UU,1,0,1,2024-12-27 00:43:26,2024-12-27 00:43:26,,,,"{'Mesprit': 1, 'Kabutops': 1, 'Dugtrio': 1, 'Arcanine': 1, 'Swellow': 1, 'Leafeon': 1}"
aerodactyl17422,[Gen 4] UU,4,3,1,2017-01-04 00:16:47,2017-01-20 22:07:08,,,,"{'Gabite': 2, 'Poliwrath': 3, 'Victreebel': 3, 'Rhydon': 3, 'Glalie': 2, 'Yanma': 2, 'Rapidash': 2, 'Mr. Mime': 1, 'Linoone': 1, 'Misdreavus': 1, 'Onix': 1, 'Metang': 1, 'Purugly': 1, 'Tangela': 1}"
aerodactyl27343,[Gen 4] UU,2,1,1,2015-03-28 18:02:47,2015-04-27 18:35:02,,,,"{'Charizard': 1, 'Vileplume': 1, 'Tauros': 1, 'Medicham': 1, 'Golem': 1, 'Whiscash': 1, 'Ursaring': 1, 'Omastar': 1, 'Rotom': 1, 'Alakazam': 1, 'Blaziken': 1, 'Swellow': 1}"
aerodactyl40643,[Gen 4] UU,2,0,2,2022-06-15 15:39:12,2022-06-15 18:03:17,,,,"{'Mesprit': 1, 'Kabutops': 1, 'Dugtrio': 1, 'Arcanine': 1, 'Swellow': 1, 'Leafeon': 1, 'Hariyama': 1, 'Regirock': 1, 'Houndoom': 1, 'Uxie': 1, 'Primeape': 1, 'Venusaur': 1}"
aftermath66027,[Gen 4] UU,1,0,1,2024-02-17 21:03:40,2024-02-17 21:03:40,,,,"{'Milotic': 1, 'Sceptile': 1, 'Toxicroak': 1, 'Weezing': 1, 'Steelix': 1, 'Miltank': 1}"
aftermath83693,[Gen 4] UU,1,0,1,2015-03-17 04:40:24,2015-03-17 04:40:24,,,,"{'Scyther': 1, 'Milotic': 1, 'Spiritomb': 1, 'Uxie': 1, 'Venusaur': 1, 'Donphan': 1}"
aftermath95870,[Gen 4] UU,1,1,0,2024-05-24 06:51:36,2024-05-24 06:51:36,,,,"{'Mismagius': 1, 'Aggron': 1, 'Houndoom': 1, 'Registeel': 1, 'Venusaur': 1, 'Donphan': 1}"
aggron34190,[Gen 4] UU,4,2,2,2023-12-03 05:09:15,2024-12-01 21:29:40,,,,"{'Moltres': 2, 'Milotic': 3, 'Rhyperior': 1, 'Spiritomb': 2, 'Venusaur': 3, 'Donphan': 2, 'Mismagius': 1, 'Feraligatr': 1, 'Houndoom': 2, 'Hitmontop': 1, 'Kabutops': 1, 'Uxie': 1, 'Kangaskhan': 1, 'Toxicroak': 1, 'Clefable': 1}"
aggron53627,[Gen 4] UU,1,0,1,2016-05-22 16:49:47,2016-05-22 16:49:47,,,,"{'Ariados': 1, 'Victreebel': 1, 'Girafarig': 1}"
aggron60452,[Gen 4] UU,11,6,5,2017-04-01 03:29:00,2019-06-21 02:09:43,,,,"{'Exeggutor': 3, 'Omastar': 4, 'Toxicroak': 3, 'Rotom': 3, 'Houndoom': 6, 'Swellow': 3, 'Moltres': 4, 'Milotic': 6, 'Aggron': 3, 'Venusaur': 5, 'Donphan': 3, 'Mismagius': 4, 'Registeel': 3, 'Primeape': 3, 'Gabite': 1, 'Rampardos': 1, 'Chansey': 1, 'Hippopotas': 1, 'Gastrodon': 1, 'Blastoise': 1, 'Clefable': 2}"
agility36834,[Gen 4] UU,1,0,1,2017-05-07 20:52:40,2017-05-07 20:52:40,,,,"{'Sceptile': 1, 'Drapion': 1, 'Slowbro': 1, 'Dugtrio': 1, 'Registeel': 1, 'Glaceon': 1}"
agility79022,[Gen 4] UU,1,0,1,2016-08-03 16:40:54,2016-08-03 16:40:54,1000.0,1000.0,[1000.0],"{'Absol': 1, 'Blaziken': 1, 'Sceptile': 1, 'Lanturn': 1, 'Uxie': 1, 'Donphan': 1}"
aguavberry58539,[Gen 4] UU,2,2,0,2017-01-14 15:30:19,2017-01-14 15:36:40,,,,"{'Rapidash': 2, 'Poliwrath': 2, 'Mr. Mime': 2, 'Rhydon': 2, 'Misdreavus': 2, 'Drifblim': 1, 'Zangoose': 1}"
aguavberry76731,[Gen 4] UU,1,0,1,2015-12-18 04:01:05,2015-12-18 04:01:05,,,,"{'Mesprit': 1, 'Mismagius': 1, 'Omastar': 1, 'Feraligatr': 1, 'Blaziken': 1, 'Swellow': 1}"
aguavberry93685,[Gen 4] UU,1,0,1,2020-01-25 04:05:11,2020-01-25 04:05:11,,,,"{'Milotic': 1, 'Mismagius': 1, 'Registeel': 1, 'Houndoom': 1, 'Primeape': 1, 'Venusaur': 1}"
aguavberry9934,[Gen 4] UU,2,2,0,2015-06-21 19:40:32,2015-06-21 20:05:11,,,,"{'Moltres': 1, 'Absol': 1, 'Qwilfish': 1, 'Swellow': 1, 'Venusaur': 2, 'Donphan': 1, 'Milotic': 1, 'Rotom': 1, 'Registeel': 1, 'Blaziken': 1, 'Arcanine': 1}"
aircutter25170,[Gen 4] UU,1,0,1,2017-04-29 16:19:44,2017-04-29 16:19:44,,,,"{'Absol': 1, 'Lanturn': 1, 'Spiritomb': 1, 'Swellow': 1, 'Arcanine': 1, 'Ambipom': 1}"
aircutter35999,[Gen 4] UU,5,4,1,2017-11-07 08:02:06,2017-11-07 08:09:15,,,,"{'Camerupt': 4, 'Solrock': 4, 'Medicham': 1, 'Haunter': 1, 'Hitmonchan': 1, 'Jynx': 1, 'Skuntank': 1, 'Manectric': 1}"
aircutter4077,[Gen 4] UU,3,3,0,2016-10-07 17:52:14,2016-10-17 22:55:00,,,,"{'Moltres': 1, 'Tauros': 1, 'Lanturn': 1, 'Uxie': 1, 'Venusaur': 1, 'Milotic': 2, 'Toxicroak': 2, 'Rhyperior': 2, 'Jynx': 2, 'Clefable': 2, 'Feraligatr': 2}"
aircutter99431,[Gen 4] UU,1,0,1,2016-09-21 17:56:54,2016-09-21 17:56:54,,,,{'Shuckle': 1}
airlock43667,[Gen 4] UU,1,0,1,2019-08-22 19:33:31,2019-08-22 19:33:31,,,,"{'Omastar': 1, 'Hitmontop': 1, 'Rhyperior': 1, 'Dugtrio': 1, 'Uxie': 1, 'Venusaur': 1}"
airlock53868,[Gen 4] UU,4,2,2,2024-03-01 21:52:25,2024-03-12 00:43:17,1031.0,1166.0,"[1049.0, 1031.0, 1166.0]","{'Exeggutor': 1, 'Mismagius': 2, 'Milotic': 2, 'Rhyperior': 1, 'Venusaur': 2, 'Houndoom': 2, 'Alakazam': 2, 'Moltres': 1, 'Kabutops': 1, 'Lanturn': 1, 'Spiritomb': 1, 'Uxie': 1, 'Hitmonlee': 1, 'Registeel': 1}"
airlock67944,[Gen 4] UU,2,1,1,2020-08-05 03:24:41,2020-08-05 03:31:32,,,,"{'Mismagius': 2, 'Houndoom': 2, 'Torterra': 2, 'Swellow': 2, 'Feraligatr': 2, 'Alakazam': 2}"
airslash82856,[Gen 4] UU,8,6,2,2016-02-28 00:11:07,2016-03-13 05:31:04,,,,"{'Scyther': 5, 'Azumarill': 6, 'Rotom': 5, 'Houndoom': 4, 'Venusaur': 6, 'Donphan': 8, 'Milotic': 1, 'Mismagius': 3, 'Sceptile': 1, 'Registeel': 1, 'Arcanine': 1, 'Moltres': 2, 'Blaziken': 2}"
alakazam68392,[Gen 4] UU,64,22,42,2023-12-17 06:00:09,2025-03-06 07:11:11,,,,"{'Moltres': 12, 'Mismagius': 17, 'Hitmontop': 20, 'Venusaur': 14, 'Registeel': 4, 'Swellow': 13, 'Ursaring': 2, 'Shedinja': 22, 'Kabutops': 4, 'Lanturn': 4, 'Alakazam': 2, 'Leafeon': 2, 'Omastar': 10, 'Froslass': 8, 'Abomasnow': 8, 'Aggron': 13, 'Rotom': 10, 'Blaziken': 4, 'Drapion': 9, 'Sceptile': 6, 'Nidoking': 10, 'Spiritomb': 8, 'Arcanine': 14, 'Magcargo': 1, 'Ralts': 1, 'Weezing': 1, 'Uxie': 4, 'Milotic': 11, 'Qwilfish': 2, 'Electrode': 4, 'Raikou': 6, 'Staraptor': 13, 'Porygon-Z': 11, 'Donphan': 12, 'Vaporeon': 6, 'Slaking': 3, 'Shaymin': 5, 'Tentacruel': 3, 'Lapras': 6, 'Dugtrio': 8, 'Altaria': 6, 'Chansey': 1, 'Feraligatr': 3, 'Exeggutor': 3, 'Hariyama': 1, 'Slowbro': 1, 'Rhyperior': 1, 'Ampharos': 1, 'Claydol': 4, 'Heracross': 6, 'Cloyster': 2, 'Absol': 3, 'Steelix': 2, 'Electivire': 3, 'Honchkrow': 2, 'Weavile': 2, 'Dusknoir': 1, 'Ambipom': 1, 'Mesprit': 1, 'Miltank': 1, 'Torterra': 1}"
alakazam8068,[Gen 4] UU,1,0,1,2024-12-25 03:51:29,2024-12-25 03:51:29,,,,"{'Camerupt': 1, 'Lapras': 1, 'Weezing': 1, 'Steelix': 1, 'Clefable': 1, 'Venusaur': 1}"
alakazam91227,[Gen 4] UU,1,1,0,2016-09-17 00:25:54,2016-09-17 00:25:54,,,,"{'Milotic': 1, 'Mismagius': 1, 'Registeel': 1, 'Arcanine': 1, 'Donphan': 1, 'Leafeon': 1}"
alakazammega5049,[Gen 4] UU,3,2,1,2017-01-01 16:16:10,2017-01-01 16:31:20,,,,"{'Rapidash': 3, 'Poliwrath': 2, 'Mr. Mime': 3, 'Linoone': 3, 'Rhydon': 3, 'Misdreavus': 3}"
alakazammega63462,[Gen 4] UU,1,1,0,2018-04-15 17:35:39,2018-04-15 17:35:39,,,,"{'Aggron': 1, 'Houndoom': 1, 'Uxie': 1, 'Venusaur': 1, 'Donphan': 1}"
alakazammega8565,[Gen 4] UU,1,0,1,2015-11-07 21:42:45,2015-11-07 21:42:45,,,,"{'Moltres': 1, 'Snover': 1, 'Milotic': 1, 'Rhyperior': 1, 'Walrein': 1, 'Venusaur': 1}"
altaria12642,[Gen 4] UU,1,0,1,2016-11-18 01:16:51,2016-11-18 01:16:51,,,,"{'Magmortar': 1, 'Slowbro': 1, 'Medicham': 1, 'Muk': 1, 'Dugtrio': 1, 'Ambipom': 1}"
altaria32948,[Gen 4] UU,6,4,2,2017-10-18 17:22:55,2020-03-22 19:12:41,,,,"{'Venomoth': 2, 'Shiftry': 1, 'Charizard': 2, 'Tauros': 2, 'Hitmonchan': 1, 'Drifblim': 1, 'Moltres': 1, 'Mismagius': 1, 'Qwilfish': 1, 'Rhyperior': 1, 'Spiritomb': 1, 'Blastoise': 1, 'Magneton': 2, 'Regirock': 1, 'Manectric': 1, 'Slowking': 1, 'Hariyama': 2, 'Omastar': 2, 'Rotom': 2, 'Clefable': 2, 'Houndoom': 2, 'Venusaur': 2, 'Gligar': 1, 'Poliwrath': 1, 'Haunter': 1, 'Gardevoir': 1}"
altaria90756,[Gen 4] UU,2,0,2,2017-01-14 01:55:02,2017-01-14 02:04:26,,,,"{'Milotic': 2, 'Omastar': 1, 'Rotom': 1, 'Blaziken': 1, 'Alakazam': 1, 'Leafeon': 1, 'Moltres': 1, 'Aggron': 1, 'Clefable': 1, 'Venusaur': 1, 'Donphan': 1}"
ambipom10605,[Gen 4] UU,75,37,38,2015-03-16 16:37:11,2023-10-08 19:30:43,,,,"{'Mesprit': 20, 'Kabutops': 9, 'Dugtrio': 16, 'Houndoom': 10, 'Swellow': 6, 'Leafeon': 7, 'Mismagius': 22, 'Omastar': 17, 'Toxicroak': 10, 'Clefable': 16, 'Blaziken': 13, 'Qwilfish': 8, 'Torterra': 5, 'Registeel': 20, 'Arcanine': 7, 'Ambipom': 4, 'Tauros': 6, 'Monferno': 5, 'Haunter': 1, 'Manectric': 2, 'Slowking': 5, 'Glalie': 1, 'Wartortle': 4, 'Meditite': 1, 'Metang': 4, 'Roselia': 4, 'Misdreavus': 6, 'Rhyperior': 7, 'Cacturne': 1, 'Scyther': 5, 'Uxie': 14, 'Venusaur': 27, 'Marshtomp': 2, 'Kadabra': 1, 'Golbat': 4, 'Sceptile': 1, 'Azumarill': 4, 'Absol': 1, 'Feraligatr': 2, 'Hitmontop': 8, 'Milotic': 18, 'Kangaskhan': 4, 'Aggron': 3, 'Magmortar': 2, 'Meganium': 1, 'Medicham': 1, 'Jynx': 2, 'Probopass': 2, 'Hariyama': 1, 'Spiritomb': 1, 'Primeape': 3, 'Drapion': 4, 'Donphan': 7, 'Altaria': 2, 'Rotom': 8, 'Charizard': 5, 'Vileplume': 3, 'Armaldo': 1, 'Regirock': 4, 'Skuntank': 2, 'Quagsire': 1, 'Lapras': 2, 'Dodrio': 2, 'Hitmonchan': 3, 'Alakazam': 6, 'Moltres': 10, 'Murkrow': 2, 'Diglett': 2, 'Ponyta': 1, 'Sandslash': 1, 'Floatzel': 2, 'Whiscash': 1, 'Snover': 1, 'Nidoqueen': 1, 'Walrein': 1, 'Seadra': 1, 'Gorebyss': 1, 'Electrode': 1, 'Hypno': 1, 'Lickilicky': 1, 'Ursaring': 1, 'Entei': 1}"
ambipom74340,[Gen 4] UU,1,0,1,2014-10-10 02:55:24,2014-10-10 02:55:24,,,,"{'Milotic': 1, 'Torterra': 1, 'Uxie': 1, 'Arcanine': 1, 'Venusaur': 1, 'Donphan': 1}"
ambipom99270,[Gen 4] UU,1,0,1,2020-08-25 11:13:16,2020-08-25 11:13:16,,,,"{'Ursaring': 1, 'Omastar': 1, 'Rotom': 1, 'Swellow': 1, 'Blaziken': 1, 'Alakazam': 1}"
amnesia2336,[Gen 4] UU,1,0,1,2015-06-16 19:44:08,2015-06-16 19:44:08,,,,"{'Sharpedo': 1, 'Pidgeot': 1, 'Absol': 1, 'Gligar': 1, 'Torterra': 1, 'Donphan': 1}"
amnesia25800,[Gen 4] UU,5,0,5,2020-07-12 19:47:03,2020-08-01 19:26:32,,,,"{'Kangaskhan': 3, 'Qwilfish': 4, 'Torterra': 3, 'Rotom': 5, 'Slowking': 3, 'Primeape': 3, 'Ursaring': 1, 'Mismagius': 1, 'Hitmonlee': 1, 'Uxie': 1, 'Mesprit': 1, 'Toxicroak': 1, 'Lanturn': 1, 'Dugtrio': 1, 'Venusaur': 1}"
